station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
EGED,,59.19060135,-2.772219896,10,Eday Airport,GB-SCT,Eday,
ENBE,,59.19060135,2.358059883,0,Balder A Platform,NO-U-A,,
XLWF,,59.193031,39.129411,574,Fedotovo Naval Air Base,RU-VLG,Kipelovo,
NO-0027,,59.19555664,11.06388855,15,Torsnes Airfield,NO-01,Borge,
A57,,59.19918024,-138.447293,30,Alsek River Airport,US-AK,Yakutat,
ENFY,,59.20000076,8.086669922,986,Fyresdal Airfield,NO-08,Fyresdal,
US-2853,,59.2111,-151.7635,0,Portlock Seaplane Base,US-AK,Nanwalek,
UHPD,,59.2236,163.0664,13,Ossora Airport,RU-KAM,Ossora,
ESOE,,59.22370148,15.03800011,188,Örebro Airport,SE-T,Örebro,
3Z9,,59.23500061,-135.4409943,0,Haines Seaplane Base,US-AK,Haines,
RU-4948,,59.23830032,31.27000046,164,Chudovo Air Base,RU-LEN,Lyuban,
EETA,,59.240799,25.9622,331,Tapa Air Base,EE-59,Tapa,
PAHN,,59.24380112,-135.5240021,15,Haines Airport,US-AK,Haines,
RU-0079,,59.24520111,29.94519997,0,Kuznetsovo Airfield,RU-LEN,Rozhdestveno,
AK07,,59.246222,-151.875,10,Dog Fish Bay Airport,US-AK,Nanwalek,
A69,,59.249712,-138.504853,130,Tanis Mesa Airport,US-AK,Yakutat,
CA-0331,,59.25,-119.3333359,0,Shekilie Airport,CA-AB,,
CYSF,,59.25030136,-105.8410034,805,Stony Rapids Airport,CA-SK,Stony Rapids,
EGES,,59.25030136,-2.576669931,68,Sanday Airport,GB-SCT,Sanday,
NO-0040,,59.259246,10.928714,75,Veum Airstrip,NO-01,Fredrikstad,
CKW5,,59.25999832,-105.8310013,686,Stony Rapids Seaplane Base,CA-SK,,
EEEI,,59.26029968,24.20849991,65,Ämari Air Base,EE-37,Keila,
Z25,,59.263146,-158.557755,225,Tripod Airport,US-AK,Aleknagik,
ENXO,,59.26670074,2.450000048,0,Ringhorne Platform,NO-U-A,,
NO-0039,,59.266927,10.810549,125,Huseby Airstrip,NO-01,Fredrikstad,
CA-0072,,59.269517,-121.626025,2238,Cabin Airport,CA-BC,Cabin,
ULBC,,59.27360153,38.01580048,377,Cherepovets Airport,RU-VLG,Cherepovets,
Z33,,59.27399826,-158.6239929,7,Aleknagik Seaplane Base,US-AK,Aleknagik,
4AK7,,59.28089905,-158.5970001,150,Aleknagik Mission Lodge Airport,US-AK,Aleknagik,
ULWW,,59.28250122,39.94440079,387,Vologda Airport,RU-VLG,Vologda,
5A8,,59.2826004,-158.6179962,66,Aleknagik / New Airport,US-AK,Aleknagik,
CYLA,,59.29669952,-69.59970093,119,Aupaluk Airport,CA-QC,Aupaluk,
ENLU,,59.29809952,9.13272953,190,Lunde Nome Airfield,NO-08,Lunde Nome,
ENJB,,59.29999924,10.36670017,92,Jarlsberg Airfield,NO-07,Tønsberg,
RU-9587,,59.30500031,29.09670067,299,Sumsk Air Base,RU-LEN,Volosovo,
XLWT,,59.308998,39.849998,417,Trufanovo Airfield,RU-VLG,Vologda,
18AA,,59.313222,-135.72322,89,18 Meadows Aerodrome,US-AK,Haines,
ESKS,,59.3138,17.1091,115,Strängnäs Air Base,SE-D,Strängnäs,
CPD7,,59.3186,-120.2769,1510,Devon Camp Airport,CA-BC,Peggo,
PAIG,,59.32400131,-155.9019928,90,Igiugig Airport,US-AK,Igiugig,
EEJI,,59.329167,27.397222,246,Jõhvi Airfield,EE-44,Jõhvi,
CZFD,,59.33440018,-107.1819992,814,Fond-Du-Lac Airport,CA-SK,Fond-Du-Lac,
ESSE,,59.3451004,17.7404995,0,Skå-Edeby Airport,SE-AB,Stockholm,
ENHD,,59.34529877,5.208360195,86,Haugesund Airport,NO-11,Karmøy,
ESKK,,59.34590149,14.49590015,400,Karlskoga Airport,SE-T,,
PGM,,59.34830093,-151.8320007,93,Port Graham Airport,US-AK,Port Graham,
EGEW,,59.35029984,-2.950000048,29,Westray Airport,GB-SCT,Westray,
ESSU,,59.35110092,16.70840073,139,Eskilstuna Airport,SE-D,Eskilstuna,
EGEP,,59.35169983,-2.900279999,91,Papa Westray Airport,GB-SCT,Papa Westray,
KEB,,59.35210037,-151.9250031,27,Nanwalek Airport,US-AK,Nanwalek,
ESSB,,59.35440063,17.94169998,47,Stockholm-Bromma Airport,SE-AB,Stockholm,
ULLS,,59.3567009,30.0366993,341,Siversky Air Base,RU-LEN,Siversky,
KEK,,59.35680008,-157.470993,135,Ekwok Airport,US-AK,Ekwok,
EEHA,,59.3579,24.3795,88,Humala Aerodrome,EE-37,Humala,
ESSQ,,59.35919952,13.46609974,148,Karlstad South Airport,SE-S,Karlstad,
PABM,,59.36119843,-155.2590027,663,Big Mountain Airport,US-AK,Big Mountain,
EERE,,59.364799,26.359136,240,Rakvere Airport,EE-59,Rakvere,
EGEN,,59.36750031,-2.434439898,40,North Ronaldsay Airport,GB-SCT,North Ronaldsay,
ENRY,,59.378817,10.785439,174,Moss Airport, Rygge,NO-01,Oslo
ESSC,,59.3839,16.4419,0,Ekeby Airfield,SE-D,Eskilstuna,
RU-0409,,59.38561625,28.93024206,0,Yastrebino Airstrip,RU-LEN,Bolshaya Pustomerzha,
ESQO,,59.38660049,15.92409992,33,Arboga Airport,SE-U,,
EENA,,59.3885994,28.11359978,92,Narva Estonia Airport,EE-44,Narva,
ENRK,,59.397499,11.3469,400,Rakkestad Astorp Airport,NO-01,Rakkestad,
EE-0004,,59.39777778,25.29055556,150,Jägala Highway Strip,EE-37,,
RU-0557,,59.39879,144.82051,0,Inya Airport,RU-KHA,Inya,
RU-0408,,59.40215642,31.81554794,95,Kusino Airfield,RU-LEN,Kusino,
9AA9,,59.403055,-136.019443,260,Airkat Airpark,US-AK,Haines,
A70,,59.404301,-139.234028,50,Dangerous River Airport,US-AK,Yakutat,
CA-0569,,59.4092,-108.8543,805,Gunnar Airport,CA-SK,Gunnar Uranium Mine,
UHOO,,59.4100647,143.0565033,0,Okhotsk Airport,RU-KHA,Okhotsk,
RU-0362,,59.41203406,28.57728481,39,Bolshoy Lutsk Airstrip,RU-LEN,Kingisepp,
EETN,,59.41329956,24.83279991,131,Lennart Meri Tallinn Airport,EE-37,Tallinn,
A67,,59.414431,-139.033012,100,Harlequin Lake Airport,US-AK,Yakutat,
ESKB,,59.41447436,17.8821373,50,Barkarby Airport,SE-AB,Stockholm,
CBH2,,59.4258,-120.797997,1930,Helmet Airport,CA-BC,Helmet,
PFKK,,59.43320084,-154.8040009,115,Kokhanok Airport,US-AK,Kokhanok,
A27,,59.439335,-151.720805,0,Seldovia Seaplane Base,US-AK,Seldovia,
PASO,,59.44240189,-151.7039948,29,Seldovia Airport,US-AK,Seldovia,
ESOK,,59.44469833,13.33740044,352,Karlstad Airport,SE-S,Karlstad,
7K2,,59.44689941,-135.322998,0,Skagway Seaplane Base,US-AK,Skagway,
SE-0011,,59.448046,18.136212,0,Täby Sjöflygklubb,SE-AB,,
PAMD,,59.44990158,-146.3070068,100,Middleton Island Airport,US-AK,Middleton Island,
PANW,,59.44990158,-157.3280029,364,New Stuyahok Airport,US-AK,New Stuyahok,
EE-0008,,59.45,24.86333,0,Tallinn Lasnamäe,EE-37,Tallinn,
ENXN,,59.45059967,2.365279913,0,Jotun A Platform,NO-U-A,,
ENXU,,59.45059967,2.365279913,0,Jotun B Platform,NO-U-A,,
4Z9,,59.45199,-151.521313,5,Jakolof Bay Airport,US-AK,Jakolof Bay,
UERT,,59.458,112.563004,610,Vitim Airport,RU-SA,Vitim,
SE-0018,,59.45837,17.71065,0,Frölunda Airfield,SE-AB,,
PAGY,,59.46009827,-135.3159943,44,Skagway Airport,US-AK,Skagway,
UEWO,,59.460858,121.334896,0,Kudu-Kyuyol Airport,RU-SA,,
5Z7,,59.469501,-151.572876,5,Kasitsna Airport,US-AK,Kasitsna Bay,
2AK4,70316,59.470001,-151.51199,45,Bootleggers Cove Airport,US-AK,Homer,
CFV3,,59.47473269,-119.0061378,2000,Mobil Bistcho Airport,CA-AB,Mobil Bistcho,
RU-0077,,59.47499847,30,371,Sivoritsy Airfield,RU-LEN,,
RU-0448,,59.477249,28.89666,299,Gurlevo,RU-LEN,Kerstovo,
CYNN,,59.48749924,-97.78029633,1000,Nejanilini Lake Airport,CA-MB,Nejanilini Lake,
RU-0051,,59.49666595,45.51833344,551,Nikolsk Airport,RU-VLG,Nikolsk,
RU-0527,,59.498603,119.309163,0,Byas-Kyuyol Airport,RU-SA,,
PAYA,,59.508717,-139.660435,33,Yakutat Airport,US-AK,Yakutat,
CA-0207,,59.516666,-126.366669,0,Liard River Airport,CA-BC,,
ESVQ,,59.52750015,15.96969986,0,Köping Airport,SE-U,Köping,
RU-0494,,59.530483,29.331986,510,Korpiya Airstrip,RU-LEN,Korpiya,
NO-0061,,59.535537,11.243937,0,Eidsberg Airstrip,NO-01,,
EGEF,,59.53580093,-1.628059983,223,Fair Isle Airport,GB-SCT,Fair Isle,
EE-9278,,59.5367012,26.31170082,135,Kunda Air Base,EE-59,Kunda,
SE-0010,,59.5417862,18.0386607,0,Vallentuna flygfält,SE-AB,,
A68,,59.55160141,-139.5090027,50,Situk Airport,US-AK,Yakutat,
RU-0413,,59.55807049,29.21796799,0,Negoditsy Airstrip,RU-LEN,Begunitsy,
CYBE,,59.56140137,-108.4810028,1044,Uranium City Airport,CA-SK,Uranium City,
2Y3,,59.5625,-139.7409973,0,Yakutat Seaplane Base,US-AK,Yakutat,
CKG6,,59.564809,-108.599869,820,Uranium City Seaplane Base,CA-SK,Uranium City,
ENNO,,59.565701,9.21222,63,Notodden Airport,NO-08,Notodden,
CAD6,,59.56669998,-133.7169952,2190,Atlin Seaplane Base,CA-BC,Atlin,
ESSX,,59.57580185,16.50320053,0,Johannisberg Airport,SE-U,Västerås,
CYSQ,,59.5766983,-133.6690063,2348,Atlin Airport,CA-BC,Atlin,
USPT,,59.57954788,56.85768127,207,Berezniki Airport,RU-PER,Solikamsk,
SE-0057,,59.58588,18.161001,0,Lindholmen flygfält,SE-AB,Lindholmen,
ESOW,,59.58940125,16.63360023,21,Stockholm Västerås Airport,SE-U,Stockholm / Västerås,
RU-0495,,59.593901,28.895078,300,Kotly Airfield,RU-LEN,Kotly,
CJP9,,59.60169983,-109.137001,700,Charlot River Airport,CA-SK,Charlot River,
RU-0075,,59.60499954,30.27230072,0,Korpikyulya Airfield,RU-LEN,Gatchina,
RU-0496,,59.605536,29.27302,489,Begunitsy Northwest Airfield,RU-LEN,Begunitsy,
ESSM,,59.60839844,13.91230011,0,Brattforshede Airport,SE-S,Lindfors,
CJP6,,59.61000061,-109.2669983,750,Camsell Portage Airport,CA-SK,Camsell Portage,
RU-0155,,59.617443,29.542865,476,Seltso Airfield,RU-LEN,Seltso,
NO-0028,,59.62055588,10.70111084,300,Vestby Airfield,NO-02,Vestby,
UHMT,,59.62329865,150.9219971,164,Magadan-13 Airport,RU-MAG,Magadan,
UEQM,,59.631249,133.089694,0,Ust-Mil Airstrip,RU-SA,Ust-Mil,
CFB7,,59.633301,-117.167,996,Steen River Airport,CA-AB,Steen River,
CFG7,,59.633301,-117.782997,2320,Steen Tower Airport,CA-AB,Steen Tower,
CPB8,,59.6381,-118.333,1969,Paramount Bistcho Airport,CA-AB,Paramount Bistcho,
5BL,,59.6446991,-151.5019989,25,Homer-Beluga Lake Seaplane Base,US-AK,Homer,
PAHO,,59.64559937,-151.477005,84,Homer Airport,US-AK,Homer,
RU-0161,,59.65000153,33.59500122,0,Tikhvin Airport,RU-LEN,Tikhvin,
ESSA,,59.65190125,17.91860008,137,Stockholm-Arlanda Airport,SE-AB,Stockholm,
RU-0069,,59.65444565,28.99472237,0,Kummolovo Airfield,RU-LEN,,
USHK,,59.6550827,67.43004608,131,Kondinskoye Airport,RU-KHM,Kondinskoye,
RU-0410,,59.66004584,32.10664272,0,Glazhevo Airstrip,RU-LEN,Glazhevo,
NO-0041,,59.664273,11.120224,500,Spydeberg Airstrip,NO-01,Spydeberg,
ESKV,,59.6759,12.6394,237,Arvika Airport,SE-S,Arvika,
NO-0062,,59.68386,11.295353,0,Trøgstad Airfield,NO-01,,
ULLP,,59.685001,30.338301,230,Pushkin Airport,RU-SPE,St. Petersburg,
ENSI,,59.70639038,10.88194466,350,Ski Airfield,NO-02,Ski,
CNL9,,59.70809937,-100.1269989,971,Nueltin Lake Airport,CA-MB,Nueltin Lake,
OL99,,59.709391,-151.4961,1310,Lookout Airport,US-AK,Homer,
RU-0154,,59.71099854,29.80500031,0,Ropsha Airfield,RU-LEN,Ropsha,
CA-0707,,59.719703,-121.844599,1558,Petitot Airport,CA-BC,,
SE-0022,,59.7216732,17.7199959,0,Vassunda Private Airfield,SE-U,Vassunda,
USHL,,59.72399902,65.83300018,0,Lugovoy Airport,RU-KHM,Lugovoy,
PAJZ,,59.72660065,-157.2590027,269,Koliganek Airport,US-AK,Koliganek,
RU-0073,,59.7267,29.6395,0,Gostilitsy Airfield,RU-LEN,Gostilitsy,
ESSN,,59.73279953,18.69639969,39,Norrtälje Airport,SE-AB,Norrtälje,
46AK,,59.737844,-151.022186,115,Bear Cove Farm Airport,US-AK,Homer,
SE-0009,,59.746288,17.144863,0,Flygfältet Långtora,SE-U,,
3Z8,,59.74700165,-158.875,91,Golden Horn Lodge Seaplane Base,US-AK,Golden Horn Lodge,
NO-0086,,59.74841,10.35351,0,Askestad Airstrip,NO-06,,
PAIL,,59.75439835,-154.9109955,192,Iliamna Airport,US-AK,Iliamna,
PAQH,,59.7551,-161.845,42,Quinhagak Airport,US-AK,Quinhagak,
AK17,,59.7635994,-151.2230072,1600,Glacierview Strip,US-AK,Homer,
RU-5491,,59.76499939,137.6829987,1001,Yugoryonok Airport,RU-SA,Yugoryonok,
RU-0845,,59.765518,30.071722,190,Gorelovo Aerodrome,RU-SPE,Saint Petersburg,
ENHS,,59.76689911,9.911390305,30,Hokksund Airfield,NO-06,,
0AK7,,59.776005,-150.963285,18,Bradley Lake Hydroelectric Project Airstrip,US-AK,Homer,
98AK,,59.77621,-151.187882,1190,Eastland Airport,US-AK,Homer,
AK00,,59.783144,-151.853156,120,Anchor River Airpark,US-AK,Anchor Point,
CBS4,,59.78559875,-136.5829926,2900,Mule Creek Airport,CA-BC,Mule Creek,
4K0,,59.78960037,-154.1239929,45,Pedro Bay Airport,US-AK,Pedro Bay,
ENSO,,59.79190063,5.340849876,160,Stord Airport,NO-12,Leirvik,
US-2847,,59.796533,-139.987085,0,Sudden Stream Landing Strip,US-AK,Yakutat,
ESKO,,59.79880142,13.49069977,0,Munkfors Airport,SE-S,Munkfors,
ULLI,,59.8003006,30.26250076,78,Pulkovo Airport,RU-SPE,St. Petersburg,
RU-0082,,59.82030106,68.83329773,0,Bolchary Airport,RU-KHM,Bolchary,
AK18,,59.82849884,-153.0809937,8,Camp Point Airport,US-AK,Homer,
ULSW,,59.835311,31.480533,194,Severniy veter,RU-LEN,Putilovo,
KWK,,59.8367,-163.139999,0,Kwigillingok Seaplane Base,US-AK,Kwigillingok,
EFHN,,59.8489,23.083599,20,Hanko Airport,FI-18,Hanko,
US-2854,,59.8571,-150.9147,0,Dolima Airport,US-AK,Fox River,
CEJ7,,59.858,-111.597,653,Fitzgerald Water Aerodrome,CA-AB,Fort Smith,
ESKU,,59.86019897,13.11289978,0,Sunne Airport,SE-S,,
ESVH,,59.86740112,14.42389965,0,Hällefors Airport,SE-T,Hällefors,
RU-0070,,59.87189865,30.80279922,0,Manushkino Airfield,RU-LEN,Manushkino,
UECT,,59.876389,111.044444,1329,Talakan Airport,RU-SA,Talakan Oil Field,
PAGG,,59.876499,-163.169005,18,Kwigillingok Airport,US-AK,Kwigillingok,
ENFR,,59.87829971,2.065000057,0,Frigg QP Platform,NO-12,,
EGPB,,59.87889862,-1.295560002,20,Sumburgh Airport,GB-SCT,Lerwick,
NO-0004,,59.88388824,10.71666718,0,Gressholmen Seaplane Base,NO-03,Oslo,
NO-0085,,59.884192,10.280081,0,Lier flyplass,NO-06,Sylling,
ENXQ,,59.88560104,2.070830107,0,Frigg DP2 Platform,NO-U-A,,
NO-0005,,59.89096069,10.71827888,0,Lindøye Seaplane Base,NO-03,Oslo,
NO-0003,,59.89238,10.59803,0,Kilen Seaplane Base,NO-02,,
SE-0028,,59.8942235,12.2722539,0,Charlottenberg Airstrip,SE-S,Charlottenberg,
SE-0045,,59.8951254,16.6301461,0,Sala flygfält,SE-U,Sala,
ENFB,,59.89580154,10.6171999,0,Oslo, Fornebu Airport,NO-03,Oslo
ESCM,,59.89730072,17.58860016,68,Uppsala Airport,SE-C,,
CA-0345,,59.90000153,-126.4333344,0,Smith River Airport,CA-BC,,
CA-0418,,59.90000153,-116.3499985,0,Yates Tower Airport,CA-AB,,
UEOA,,59.900692,117.597742,0,Macha Airport,RU-SA,,
UEKO,,59.907533,118.649383,0,Delgey Airport,RU-SA,,
UHMM,,59.9109993,150.7200012,574,Sokol Airport,RU-MAG,Magadan,
US-2848,,59.913,-141.2615,0,Yahtse River Airport,US-AK,Yakutat,
RU-0556,,59.91388,150.88527,0,Magadan-47 Airport,RU-MAG,Magadan,
ESKC,,59.92269897,17.53680038,0,Sundbro Airport,SE-C,,
PAKI,,59.93299866,-164.0310059,11,Kipnuk Airport,US-AK,Kipnuk,
NO-0043,,59.937908,5.990483,157,Ripel Airstrip,NO-12,Dimmelsvik,
CA-0383,,59.944113,-118.079388,2095,Thurston Lake Airport,CA-AB,,
CA-0731,,59.946674,-111.859757,0,Fort Smith (Four Mile Lake) Water Aerodrome,CA-NT,Fort Smith,
00AK,,59.94919968,-151.6959991,450,Lowell Field,US-AK,Anchor Point,
PADY,,59.96080017,-162.8809967,30,Kongiganak Airport,US-AK,Kongiganak,
AK56,,59.96319962,-158.477005,304,Tikchik Lodge Seaplane Base,US-AK,Tikchik,
19AK,,59.966269,-141.660118,50,Icy Bay Airport,US-AK,Icy Bay,
ENKJ,,59.96929932,11.03610039,354,Kjeller Airport,NO-02,Kjeller,
CA-0041,,59.971508,-124.203272,0,Beaver River Airport,CA-BC,,
ULWK,,59.97700119,45.82500076,0,Kichmengskiy Gorodok Airport,RU-VLG,Kichmengskiy Gorodok,
UEOT,,59.978294,119.851098,0,Tokko Airport,RU-SA,,
ULSS,,59.97999954,30.5855999,56,Rzhevka Airport,RU-LEN,St. Petersburg,
PANO,,59.98020172,-154.8390045,314,Nondalton Airport,US-AK,Nondalton,
ULWT,,59.98357545,42.7672863,0,Totma Airport,RU-VLG,Totma,
RU-0153,,59.99700165,30.29000092,0,Komendantskiy Airfield,RU-SPE,St. Petersburg,
US-2849,,59.998793,-141.846703,0,Little River Landing Strip,US-AK,Yakutat,
RU-0068,,60.014599,29.702801,10,Bychye Field,RU-SPE,Kronshtadt,
ULWB,,60.015745,37.755371,399,Belozersk Airport,RU-VLG,Belozersk,
CA-0555,,60.01675,-111.889589,554,Fort Smith Water Aerodrome,CA-NT,Fort Smith,
ESOH,,60.02009964,13.57890034,474,Hagfors Airport,SE-S,,
NIN,,60.02019882,-151.5890045,276,Ninilchik Airport,US-AK,Ninilchik,
NO-0001,,60.02026749,11.37908936,489,Haga Airfield,NO-02,,
CYSM,,60.02030182,-111.961998,671,Fort Smith Airport,CA-NT,Fort Smith,
CYAS,,60.02719879,-69.99919891,403,Kangirsuk Airport,CA-QC,Kangirsuk,
RU-0072,,60.03329849,30.01499939,125,Gorskaya Airfield,RU-SPE,,
CYPX,,60.05059814,-77.28690338,74,Puvirnituq Airport,CA-QC,Puvirnituq,
PFCB,,60.077602,-147.99468,72,Chenega Bay Airport,US-AK,Chenega,
EFTO,,60.079201,24.172199,16,Torbacka Airfield,FI-18,Ingå,
PACY,,60.080974,-142.494541,12,Yakataga Airport,US-AK,Yakataga,
RU-0001,,60.08670044,30.19330025,59,Levashovo Air Base,RU-SPE,St. Petersburg,
EFGE,,60.086899,22.5219,46,Genböle Airport,FI-19,Genböle,
ESSG,,60.0882988,15.09640026,0,Ludvika Airport,SE-W,Ludvika,
UHOA,,60.1012,142.3015,749,Arka Airport,RU-KHA,Arka,
CFY5,,60.10309982,-130.9340057,3250,Pine Lake,CA-YT,Pine Lake,
USHU,,60.10329819,64.8266983,190,Uray Airport,RU-KHM,Uray,
SE-0004,,60.10715729,15.95039964,0,Norberg,SE-W,,
CEJ9,,60.111638,-128.766875,2232,Watson Lake Seaplane Base,CA-YT,,
CYQH,,60.11640167,-128.8220062,2255,Watson Lake Airport,CA-YT,Watson Lake,
GB-FOA,,60.121725,-2.053202,150,Foula Airfield,GB-SCT,Foula,
EFMA,,60.12220001,19.89819908,17,Mariehamn Airport,FI-01,,
CFP6,,60.12919998,-124.0490036,1356,La Biche River Airport,CA-YT,La Biche River,
PAWD,,60.130478,-149.418612,22,Seward Airport,US-AK,Seward,
ESKA,,60.13280106,18.10490036,0,Gimo Air Base,SE-C,Gimo,
UENO,,60.133212,117.13872,0,Chapayevo Airport,RU-SA,,
NO-0070,,60.133889,11.453333,500,Gulli Airstrip,NO-02,Nes,
PACK,,60.136667,-164.279167,49,Chefornak Airport,US-AK,Chefornak,
RU-0076,,60.138401,30.886499,98,Lepsari Airfield,RU-LEN,,
ESKH,,60.15480042,13.52859974,0,Ekshärad Airport,SE-S,Ekshärad,
ESST,,60.1576004,12.99129963,393,Torsby Airport,SE-S,,
CYZW,,60.17279816,-132.7429962,2313,Teslin Airport,CA-YT,Teslin,
CFA4,,60.17419815,-134.697998,2161,Carcross Airport,CA-YT,Carcross,
SE-0046,,60.1770224,18.1941428,0,Gimo gräsfält,SE-C,Gimo,
ESVA,,60.18040085,16.12280083,0,Avesta Airport,SE-W,Avesta,
NO-0002,,60.18130493,11.56448364,430,Maarud,NO-04,,
CEB7,,60.18330002,-134.6999969,2152,Carcross Seaplane Base,CA-YT,,
EGET,,60.19219971,-1.243610024,43,Lerwick / Tingwall Airport,GB-SCT,Lerwick,
ENUL,,60.1922,5.4225,200,Os Vaksinen Ulven Airport,NO-12,Ulven,
ENGM,,60.19390106,11.10039997,681,Oslo Gardermoen Airport,NO-02,Oslo,
RU-0555,,60.194321,154.674325,0,Takhtoyamsk Airport,RU-MAG,Takhtoyamsk,
US-2850,,60.194407,-144.519299,0,Katalla Airport,US-AK,Katalla,
XLLN,,60.198299,30.334999,230,Kasimovo Airfield,RU-LEN,St. Petersburg,
AK51,,60.198567,-154.322789,288,Wilder/Natwick LLC Airport,US-AK,Port Alsworth,
TPO,,60.201681,-154.325863,280,Port Alsworth Airport,US-AK,Port Alsworth,
PAEE,,60.21367264,-162.0438843,12,Eek Airport,US-AK,Eek,
ENEG,,60.21730042,10.32390022,656,Eggemoen Airport,NO-06,Hønefoss,
NO-0089,,60.21776,5.52723,0,Hegglandsdalen Flyplass,NO-12,,
CYJF,,60.2358017,-123.4690018,708,Fort Liard Airport,CA-NT,Fort Liard,
EFKG,,60.24689865,20.80470085,7,Kumlinge Airport,FI-01,,
EFHF,,60.254601,25.042801,57,Helsinki Malmi Airport,FI-18,Helsinki,
UNIJ,,60.25500107,90.19499969,210,Yartsevo Airport,RU-KYA,Yartsevo,
AK5,,60.25559998,-151.3029938,230,Encelewski Lake Seaplane Base,US-AK,Kasilof,
RU-0198,,60.256935,137.512608,0,Solnechniy Airport,RU-SA,Ust-Ynykchan,
NO-0063,,60.2574,11.7511,0,Gjerstad Gård Airstrip,NO-04,Skarnes,
NO-0029,,60.26666667,12.02083333,495,Gjølstad Airfield,NO-04,Kongsvinger,
ULSZ,,60.268033,29.234033,112,Lake Krasnogvardeyskoye,RU-U-A,Utkino,
RU-0476,,60.27345,29.27805,144,Tarosovo Airstrip,RU-LEN,Tarosovo,
CJP5,,60.28329849,-102.5169983,1089,Kasba Lake Seaplane Base,CA-NT,,
ESKG,,60.28699875,17.42169952,0,Gryttjom Airport,SE-C,Gryttjom,
96AK,,60.28779984,-151.345993,208,Hackney Landing Seaplane Base,US-AK,Clam Gulch,
CJL8,,60.29190063,-102.5019989,1131,Kasba Lake Airport,CA-NT,Kasba Lake,
ENBR,,60.29339981,5.218140125,170,Bergen Airport Flesland,NO-12,Bergen,
USSE,,60.30166626,60.07500076,604,Severouralsk Airport,RU-SVE,Severouralsk,
