station_id,wmo_id,latitude,longitude,elevation_m,site,state,country,site_type
MZJC,,18.44031,-88.45334,26,Johnny Chan Chen Airstrip,BZ-CZL,Chan Chen,
HSMN,,18.44333333,31.84333333,897,Merowe New Airport,SD-01,Merowe,
TUPJ,,18.44479942,-64.54299927,15,Terrance B. Lettsome International Airport,VG-U-A,Road Town,
TUPW,,18.44639969,-64.42749786,9,Virgin Gorda Airport,VG-U-A,Spanish Town,
MDBM,,18.44809914,-69.28119659,17,San Pedro De Macoris Airport,DO-23,San Pedro de Macoris,
PR-0003,,18.44869995,-67.06259918,540,Labadle Airport,PR-U-A,Aceitunas,
TOV,,18.45,-64.583333,0,Tortola West End Seaplane Base,VG-U-A,Tortola,
GQNC,,18.45000076,-9.517000198,561,Tichitt Airport,MR-09,Tichitt,
TJAB,,18.45000076,-66.6753006,23,Antonio Nery Juarbe Pol Airport,PR-U-A,Arecibo,
MDLR,,18.45070076,-68.91179657,240,Casa De Campo International Airport,DO-12,La Romana,
MDBL,,18.45079994,-69.59259796,1,Boca Chica Airport,DO-01,Boca Chica,
02PR,,18.45330048,-66.36689758,15,Cuylers Airport,PR-U-A,Vega Baja,
MX-0237,,18.453315,-88.821866,385,Kohunlinch Airport,MX-ROO,Othon Pompeyo Blanco,
HSMR,,18.455,31.8185,864,Merowe Airport,SD-01,Merowe,
BZ-0004,,18.456596,-88.305407,10,Consejo Shores Airport,BZ-CZL,Consejo,
TJIG,,18.45680046,-66.09809875,10,Fernando Luis Ribas Dominicci Airport,PR-U-A,San Juan,
PR34,,18.45779991,-66.12110138,10,San Juan Seaplane Base,PR-U-A,San Juan,
VYTD,,18.46069908,94.30010223,20,Thandwe Airport,MM-16,Thandwe,
PR-DDP,,18.46496571,-66.29558086,75,Dorado Beach Airport,PR-U-A,Dorado,
JM-0007,,18.46660412,-77.39469051,30,Puerto Seco Airstrip,JM-06,Discovery Bay,
MDHE,,18.46969986,-69.9693985,190,Herrera Airport,DO-01,Santo Domingo,
JM-0012,,18.47676,-77.489276,0,Braco Airfield,JM-07,Braco,
MDBC,,18.47970009,-68.91590118,223,La Romana Batey Cacata airport,DO-12,La Romana,
IN-0145,,18.4884,83.3829,0,Badangi Airstrip,IN-AP,Badangi,
MX-0769,,18.490008,-96.359507,249,Felipe Terrones Acosta Airport,MX-VER,Tierra Blanca,
mdji,,18.49285,-71.869999,0,Jimani Airport,DO-10,,
CN-0072,,18.4944,109.987999,0,Lingshui Air Base,CN-46,Lingshui Li Autonomous County,
TJBQ,,18.49489975,-67.12940216,237,Rafael Hernandez Airport,PR-U-A,Aguadilla,
MMHC,,18.49720001,-97.41989899,5509,Tehuacan Airport,MX-PUE,,
mdma,,18.501933,-68.799099,325,Magdalena Cuya Airport,DO-12,La Romana,
MDSI,,18.50370026,-69.76170349,111,San Isidro Air Base,DO-01,San Isidro,
MKJS,,18.50370026,-77.91339874,4,Sangster International Airport,JM-08,Montego Bay,
PH-0109,,18.503785,122.148979,0,San Vicente Naval Airstrip,PH-CAG,Santa Ana,
MMCM,,18.50469971,-88.32679749,39,Chetumal International Airport,MX-ROO,Chetumal,
MX-0182,,18.51111,-89.40226,850,Xpujil Airport,MX-CAM,Calakmul,
MX-0360,,18.519963,-102.375289,3035,Tumbiscatio Airport,MX-MIC,Tumbiscatio de Ruiz,
mdlm,,18.521233,-70.099132,305,Los Montones Airport,DO-21,San Cristobal,
MM73,,18.52739906,-100.8509979,984,Huetamo Airport,MX-MIC,Huetamo,
MDBG,,18.5324,-68.67,429,Baigua Airport,DO-11,Higuey,
VTCO,,18.546816,99.012029,925,Lamphun Airport,TH-51,,
HT-0001,,18.560801,-72.327797,74,Chancerelles Airport / Bowen Field,HT-OU,Port-au-Prince,
MDPC,,18.56739998,-68.36340332,47,Punta Cana International Airport,DO-11,Punta Cana,
GQND,,18.570101,-11.4235,1342,Tidjikja Airport,MR-09,Tidjikja,
MDJB,,18.57250023,-69.98560333,98,La Isabela International Airport,DO-01,La Isabela,
MX-0254,,18.5736,-99.5962,6265,Taxco Airport,MX-GRO,Taxco de Alarcón,
MTPP,,18.57999992,-72.29250336,122,Toussaint Louverture International Airport,HT-OU,Port-au-Prince,
VAPO,,18.58209991,73.91970062,1942,Pune Airport,IN-MM,Pune,
MDBE,,18.58679962,-69.05539703,252,La Romana Batey Lechuga Airport,DO-08,La Romana,
MX-1357,,18.587333,-87.325317,0,Banco Chinchorro Seaplane Base,MX-ROO,Othon Pompeyo Blano,
MX-0105,,18.5926,-99.26,3190,Albatros Residencial Aereo,MX-MOR,Jojutla,
mdll,,18.59642598,-69.52577591,262,Los Llanos de Sabanatosa Airport,DO-23,,
MX-0173,,18.60333,-90.71525,280,Escárcega Airport,MX-CAM,Escárcega,
PH-0024,,18.604703,121.061954,0,Taggat Airstrip,PH-CAG,Taggat,
IN-0033,,18.60961667,73.37758333,2262,Aamby Valley Airport,IN-MM,Aamby Valley City,
HT-0007,,18.616667,-74.416667,0,Dame-Marie Airport,HT-GA,Dame-Marie,
MX-0839,,18.6466,-99.260941,3271,Tequesquitengo Airport,MX-MOR,Puente de Ixtla,
MX-1334,,18.649854,-99.261442,3268,Vista Hermosa Airport,MX-MOR,Puente de Ixtla,
MMCE,,18.65369987,-91.7990036,10,Ciudad del Carmen International Airport,MX-CAM,Ciudad del Carmen,
MTJE,,18.66309929,-74.17030334,147,Jérémie Airport,HT-GA,Jeremie,
MX-0166,,18.666948,-90.729603,0,Escárcega Airport,MX-CAM,Escárcega,
MDBA,,18.68333244,-69.3833313,150,Consuelo Batey Anita airport,DO-30,Consuelo,
MM66,,18.684601,-103.676003,200,Coahuayana Airport,MX-MIC,,
DRRI,,18.68670082,12.91919994,1715,Bilma Airport,NE-1,Bilma,
CN-0057,,18.6922,109.161003,0,Foluo Northeast Air Base,CN-46,Ledong Li Autonomous County (Da'anzhen),
MX-0305,,18.700277,-98.891944,3989,Cuautla de Huitzililla Airport,MX-MOR,Ayala,
VORG,,18.701,79.3923,670,Basanth Nagar Airport,IN-TG,Ramagundam,
MX-0904,,18.715536,-103.655154,66,San Vicente Airport,MX-MIC,Coahuayana,
OYBA,,18.71929932,50.8368988,908,Al Badie Airport,YE-HD,,
TUPA,,18.72719955,-64.32969666,9,Captain Auguste George Airport,VG-U-A,Anegada,
VVVH,,18.73760033,105.6709976,23,Vinh Airport,VN-26,Vinh,
MX-0098,,18.7415,-101.1619,1025,El Baztán Airstrip,MX-MIC,Huetamo,
MX-0264,,18.742388,-102.801245,3175,Aguililla Airport,MX-MIC,Aguililla,
MX-1329,,18.748776,-102.243222,889,Las Cruces Airstrip,MX-MIC,Tumbiscatio,
HSCG,,18.751389,36.991667,3230,Carthago Airport,SD-26,Carthago,
MX-1013,,18.752336,-96.197277,92,El Ahijadero Airport,MX-VER,Tlalixcoyan,
MX-0169,,18.75919,-87.699592,7,Mahahual Airport,MX-ROO,Mahahual,
VTCC,,18.76679993,98.96260071,1036,Chiang Mai International Airport,TH-50,Chiang Mai,
MX-1281,,18.772466,-103.174528,3346,Pablo L. Sidar Airport,MX-MIC,Coalcoman,
MM81,,18.77420044,-110.9300003,1085,Isla Socorro Airport,MX-BCS,,
MX-1261,,18.775651,-99.213962,3799,Chiconcuac Airport,MX-MOR,Xochitepec,
MX-0243,,18.781,-103.75662,59,Cerro de Ortega Airport,MX-COL,Tecoman,
DRZL,,18.79039955,7.365950108,1443,Arlit Airport,NE-1,Arlit,
MX-0731,,18.793401,-103.786115,33,C.P.A. Roberto Nevarez Dominguez Airport,MX-COL,Tecomán,
MX-1500,,18.803065,-98.881856,4593,Huexca Airstrip,MX-MOR,Yecapixtla,
VTCN,,18.80789948,100.7829971,685,Nan Airport,TH-55,,
VYPY,,18.82449913,95.26599884,120,Pyay Airport,MM-02,Pye,
MDSA,,18.82550049,-71.23139954,1309,San Juan De La Maguana Airport,DO-22,San Juan de la Maguana,
MDSJ,,18.83333206,-71.23332977,1496,San Juan Airport,DO-22,San Juan,
MMCB,,18.834801,-99.261299,4277,General Mariano Matamoros (Cuernavaca) Airport,MX-MOR,Temixco,
HT-0002,,18.84121227,-72.88023233,16,Anse-a-Galets Airport,HT-OU,,
VYMN,,18.8458004,93.68890381,102,Manaung Airport,MM-16,Manaung,
MX-0551,,18.850475,-98.447013,5755,Acocotla Airport,MX-PUE,Atlixco,
HT-0006,,18.85264,-71.8171,0,Belladère Airport,HT-CE,Belladère,
PH-0069,,18.863326,121.283612,0,Fuga Airstrip,PH-CAG,Aparri,
HSGO,,18.86700058,28.11700058,1640,Gogrial Airport,SD-01,Gogrial,
PH-0070,,18.869946,121.256533,0,Barit Island Airstrip,PH-CAG,Aparri,
MM20,,18.874201,-96.958199,2960,Ingeniero Juan Antonio Perdomo Diaz Airport,MX-VER,Cordoba,
VEJP,,18.87999916,82.55200195,1952,Jeypore Airport,IN-OR,Jeypore,
PH-0071,,18.884767,121.257048,0,Mabag Island Airstrip,PH-CAG,Aparri,
OE48,,18.89319992,41.35499954,200,Quz South Airport,SA-02,,
MDCZ,,18.907499,-70.721901,3952,Constanza - Expedición 14 de Junio National Airport,DO-13,Costanza,
US-0267,,18.9163,-155.6773,40,Morse Field,US-HI,South Point,
LA-0001,,18.924999,102.450996,0,LS 6 Airfield,LA-VI,Vang Vieng,
MX-0588,,18.935,-103.954167,131,Hermanos Rodriguez Airport,MX-COL,Armeria,
DRZD,,18.96870041,12.86870003,1273,Dirkou Airport,NE-1,,
MX-0263,,18.98022,-102.71668,983,Aerosam Airport,MX-MIC,Aguililla,
MX-0298,,18.9872,-102.0851,1170,La Curva Airport,MX-MIC,Nueva Italia,
MX-0387,,18.987527,-102.112083,1099,La Esperanza I Airport,MX-MIC,Nueva Italia,
MX-0781,,19.001417,-102.217531,1115,Los Barajas Airport,MX-MIC,Parácuaro,
MX-0982,,19.018395,-102.285012,1037,El Fenix Airport,MX-MIC,Parácuaro,
MX-0242,,19.02606,-104.23294,60,La Tigrera Airport,MX-COL,Manzanillo,
VYTO,,19.03129959,96.40119934,160,Taungoo Airport,MM-02,Taungoo,
MDSB,,19.061898,-69.385201,15,Sabana de La Mar Airport,DO-30,Sabana de La Mar,
DRZI,,19.066198,8.41496,2162,Iferouane Airport,NE-1,Iferouane,
US-1592,,19.067102,-155.682621,0,Kahuku Airstrip,US-HI,Naalehu,
MX-0082,,19.0743,-102.7991,1035,Loma Blanca Airport,MX-MIC,Tepalcatepec,
IN-JGB,,19.07430077,82.03679657,1822,Jagdalpur Airport,IN-CT,Jagdalpur,
MX-0168,,19.075874,-87.560513,7,Pulticub Airport,MX-ROO,Pulticub,
US-1591,,19.07604,-155.574528,0,Naalehu Airstrip,US-HI,Naalehu,
VABB,,19.08869934,72.86789703,39,Chhatrapati Shivaji International Airport,IN-MM,Mumbai,
MX-AZG,,19.093399,-102.393997,1033,Pablo L. Sidar Airport,MX-MIC,Apatzingán,
VAJJ,,19.09810066,72.834198,13,Juhu Aerodrome,IN-MM,Mumbai,
MX-0700,,19.099666,-90.335201,92,Rancho Los Jabines Airport,MX-CAM,Champoton,
LA-0002,,19.10700035,102.9240036,0,Long Tieng Airfield,LA-XI,,
HI25,,19.12280083,-155.5780029,1964,Kaalaiki Airstrip,US-HI,Naalehu,
MDAN,,19.13159943,-70.22160339,200,Cotui Angelina Airport,DO-24,Cotui Angelina,
ZJQH,,19.13824,110.454775,30,Qionghai Bo'ao Airport,CN-46,Qionghai,
HT-0003,,19.13874,-72.016,0,Hinche Airport,HT-CE,Hinche,
MX-0089,,19.1428,-98.7681,8130,Hacienda Panoaya Airfield,MX-MEX,Amecameca,
MMZO,,19.14480019,-104.5589981,30,Playa De Oro International Airport,MX-COL,Manzanillo,
MX-0245,,19.145245,-100.074855,7229,Aeroclub Valle de Bravo Airfield,MX-MEX,Valle de Bravo,
MMVR,,19.14590073,-96.18730164,90,General Heriberto Jara International Airport,MX-VER,Veracruz,
HSDN,,19.15390015,30.43009949,772,Dongola Airport,SD-01,Dongola,
MX-0369,,19.155378,-102.008585,2139,El Cobano Airport,MX-MIC,Gabriel Zamora,
MMPB,,19.15810013,-98.37139893,7361,Hermanos Serdán International Airport,MX-PUE,Puebla,
MX-1219,,19.164045,-102.841406,1181,Calderitas Airport,MX-MIC,Tepalcatepec,
MX-0258,,19.165125,-102.856476,1243,Farías Airport,MX-MIC,Tepalcatepec,
MX-0261,,19.178122,-101.500299,4710,Cutzarondiro,MX-MIC,Tacámbaro,
IN-0056,,19.17921973,73.13918352,0,Kalyan airstrip,IN-MM,Kalyan,
VAND,,19.18330002,77.3167038,1250,Nanded Airport,IN-MM,Nanded,
mder,,19.18481324,-70.36496401,240,El Ranchito Airport,DO-13,La Vega,
MX-0241,,19.19735,-104.54093,190,Chavarín Airport,MX-COL,Manzanillo,
MDAB,,19.19860077,-69.42980194,57,Arroyo Barril Airport,DO-20,Arroyo Barril,
MX-0259,,19.20205,-102.83707,1251,Aerofumigaciones Lopez Airport,MX-MIC,Tepalcatepec,
MX-0260,,19.205658,-102.831381,1280,Silva Airport,MX-MIC,Tepalcatepec,
MX-0267,,19.205697,-102.617601,1500,Pista Aérea Cadenas,MX-MIC,Buenavista Tomatlán,
MX-0703,,19.206778,-90.301428,52,Nayarit Airport,MX-CAM,Champoton,
MX-1457,,19.211461,-102.841505,1312,Los Gonzalez de Gorongoros Airport,MX-MIC,Tepalcatepec,
HI28,,19.21619987,-155.4689941,1195,Pahala Airstrip,US-HI,Pahala,
MX-0191,,19.219431,-104.661502,55,Barra de Navidad Airport,MX-JAL,Cihuatlan,
MX-0240,,19.220117,-103.730378,1475,Jorge Llerenas Silva Airport,MX-COL,Colima,
MX-1423,,19.222666,-104.525557,164,Marabasco Airstrip,MX-COL,Manzanillo,
HI29,,19.227501,-155.509003,2600,Upper Paauau Airport,US-HI,Pahala,
MX-0268,,19.22791,-102.68606,1365,And Port Airport,MX-JAL,Buenavista Tomatlán,
MX-0265,,19.2371,-101.67952,6760,Carlos Díaz Becerril Airport,MX-MIC,Ario de Rosales,
VLSB,,19.2436,101.7093,962,Sayaboury Airport,LA-XA,Sainyabuli,
MX-0070,,19.2526,-97.6775,7721,Loma Roja Airport,MX-PUE,Rafael Lara Grajales,
PH-0247,,19.25719,121.48897,0,Calayan Airport,PH-CAG,Calayan,
MDCY,,19.2670002,-69.74199677,30,Samaná El Catey International Airport,DO-20,Samana,
MMIA,,19.277,-103.577002,2467,Licenciado Miguel de la Madrid Airport,MX-COL,Colima,
PWAK,,19.28210068,166.6360016,14,Wake Island Airfield,UM-79,Wake Island,
MX-0403,,19.285793,-90.300021,59,San Jorge Airport,MX-CAM,Champoton,
MX-1048,,19.289063,-99.148952,7502,Centro Nacional de Rehabilitacion,MX-DIF,Tlalpan,
MWCR,,19.2928009,-81.35769653,8,Owen Roberts International Airport,KY-U-A,Georgetown,
VEBM,,19.2975,84.876944,0,Berhampur Airport,IN-OR,Berhampur (Brahmapur),
KY-0001,,19.30084,-81.19342,0,Bodden Town Airstrip,KY-U-A,Bodden Town,
VTCH,,19.30130005,97.97579956,929,Mae Hong Son Airport,TH-58,,
KY-0002,,19.30479,-81.18776,0,Breakers Airstrip,KY-U-A,Breakers,
MX-0944,,19.310365,-103.642049,2575,Elevate Airport,MX-COL,Cuauhtemoc,
MDPO,,19.32141504,-69.49591219,30,Samana El Portillo Airport,DO-20,Samana,
HT-0012,,19.32361,-72.11666,0,Pignon Airport,HT-ND,Pignon,
MX-0069,,19.3293,-102.3274,7026,Hernandez Ranch Airstrip,MX-MIC,Tancitaro,
MMTO,,19.33709908,-99.56600189,8466,Licenciado Adolfo Lopez Mateos International Airport,MX-MEX,Toluca,
VTCI,,19.37199974,98.43699646,1271,Mae Hong Son Airport,TH-58,Mae Hong Son,
MX-0410,,19.379351,-104.987386,36,Cuixmala Airport,MX-JAL,La Huerta,
UKH,,19.38638889,56.40138889,473,Mukhaizna Airport,OM-WU,Mukhaizna Oil Field,
MMPN,,19.39669991,-102.0390015,5258,Licenciado y General Ignacio Lopez Rayon Airport,MX-MIC,,
MDST,,19.40609932,-70.60469818,565,Cibao International Airport,DO-25,Santiago,
VYKP,,19.42639923,93.53479767,20,Kyaukpyu Airport,MM-16,Kyaukpyu,
HSPN,,19.43359947,37.23410034,135,Port Sudan New International Airport,SD-26,Port Sudan,
MMMX,,19.4363,-99.072098,7316,Licenciado Benito Juarez International Airport,MX-DIF,Mexico City,
MX-0853,,19.441485,-99.203471,7743,Edificio Telcel,MX-DIF,Miguel Hidalgo,
MX-0855,,19.44252,-99.204019,0,Edificio Viviendas 1 & 2,MX-DIF,Miguel Hidalgo,
MX-0121,,19.4444,-103.6713,4790,La Joya Brun Airstrip,MX-COL,Comala,
MX-0122,,19.448475,-103.683921,4575,El Jabali Airport,MX-COL,Comala,
VLXK,,19.450001,103.157997,3445,Xieng Khouang Airport,LA-XI,Xieng Khouang,
VLPV,,19.45490074,103.2180023,3628,Phonesavanh Airport,LA-XI,,
DO-0001,,19.46990013,-70.70059967,602,Santiago Municipal Airport,DO-25,Santiago,
MX-0176,,19.47314,-90.662475,10,La Joya Airport,MX-CAM,Champoton,
OOJA,,19.4749,57.3083,560,Ja'Aluni Airport,OM-WU,Duqm,
MMJA,,19.47509956,-96.79750061,3127,El Lencero Airport,MX-VER,Xalapa,
MX-0257,,19.47655,-100.4332,6265,El Pinocho Airport,MX-MIC,Zitácuaro,
MX-0112,,19.4898,-97.5684,7730,Santiago Airport,MX-PUE,Libres,
MX-1483,,19.5,-98.997222,7332,Mexico City Texcoco Airport,MX-MEX,Mexico City,
VTCB,,19.5,100.2829971,1272,Phayao Ban Chiang Kham Airport,TH-56,Phayao Ban Chiang Kham,
OM-0003,,19.501944,57.634167,364,Duqm International Airport,OM-WU,Duqm,
US-1590,,19.51612,-154.96268,0,Pahoa Airstrip,US-HI,Pahoa,
LA-0004,,19.52388889,102.8891667,3721,Muang Souy Airfield,LA-XI,Muang Souy,
MX-0591,,19.533333,-105.075278,51,Chamela Airport,MX-JAL,Chamela,
HT-0010,,19.5375,-71.72861,0,Ouanaminthe Airport,HT-NE,Ouanaminthe,
MMTA,,19.537992,-98.173492,8229,Tlaxcala Airport,MX-TLA,,
MX-0262,,19.54572,-101.57533,6745,Purépecha Airport,MX-MIC,Pátzcuaro,
HI23,,19.54750061,-155.1080017,1500,Mountain View Airstrip,US-HI,Mountain View,
MDDJ,,19.56360054,-71.68080139,69,Dajabon Airport,DO-05,Dajabon,
DATG,,19.56699944,5.75,1312,In Guezzam Airport,DZ-11,In Guezzam,
MMJC,,19.5748,-99.288803,8120,Atizapan de Zaragoza Airport,MX-MEX,,
HSSP,,19.57649994,37.21590042,10,Port Sudan Air Base,SD-26,Port Sudan,
MX-0206,,19.583748,-98.089833,8862,Aerolandia Airport,MX-TLA,Tlaxco,
mdes,,19.58411225,-70.95672369,328,Peñuela / Esperanza Field,DO-27,Valverde,
mdpm,,19.59772739,-71.20597065,131,Piloto Airport,DO-15,Monte Cristi,
MMTX,,19.5996,-103.371,3900,Zapotiltic - Tuxpan Airport,MX-JAL,Zapotiltic,
MX-0236,,19.61013,-88.074291,60,Felipe Carrillo Puerto Airport,MX-ROO,Felipe Carrillo Puerto,
MX-0235,,19.61463,-87.42622,10,Punta Pajaros Airport,MX-ROO,Felipe Carrillo Puerto,
MX-0189,,19.616961,-104.450942,1080,La Colonia Airport,MX-JAL,Casimiro Castillo,
VLXL,,19.6203,100.815332,1830,Xienglom Airport,LA-BK,Xienglom,
MX-0388,,19.6225,-105.170937,10,Las Alamandas Airport,MX-JAL,La Huerta,
VYEL,,19.623501,96.200996,302,Nay Pyi Taw International Airport,MM-04,Pyinmana,
MX-0197,,19.623799,-103.84353,3630,El Petacal Airport,MX-JAL,Toliman,
US-0266,,19.6448,-156.0114,8,Old Kona Airport,US-HI,Kailua-Kona,
MWCL,,19.660161,-80.088826,3,Edward Bodden Airfield,KY-U-A,Little Cayman,
HT-0005,,19.66631,-73.07227,0,Anse-Rouge Airport,HT-AR,Anse-Rouge,
MX-0244,,19.67141,-99.32265,7878,Rancho Lanzarote Airport,MX-MEX,Tepotzotlan,
HT-0011,,19.68055,-71.90555,0,Phaeton Airport,HT-NE,Phaeton,
MWCB,,19.68700027,-79.88279724,8,Gerrard Smith International Airport,KY-U-A,Cayman Brac,
VASD,,19.688611,74.378889,1926,Shirdi Airport,IN-MM,Shirdi,
VYLK,,19.69149971,97.21479797,2940,Loikaw Airport,MM-12,Loikaw,
MX-0194,,19.696336,-103.833835,3850,San Gabriel Airport,MX-JAL,San Gabriel,
CN-0069,,19.697201,109.725998,0,Jialaishi Air Base,CN-46,Lingao,
MX-0730,,19.702357,-98.811452,7582,Cap. Juan de Dios Ortiz Airfield,MX-MEX,San Matín de Las Pirámides,
MM25,,19.7085,-103.489998,4987,Capitán Piloto Aviador José Covarrubias Pérez Airport,MX-JAL,Ciudad Guzman,
US-2060,,19.71873,-155.06912,13,Ho'olulu Park Landing Field,US-HI,Hilo,
MX-0199,,19.718896,-105.232721,46,Costalegre Airport,MX-JAL,Tomatlán,
IN-0093,,19.71944444,83.39361111,0,Vedanta Lanjigarh Airstrip,IN-OR,,
PHTO,,19.72139931,-155.0480042,38,Hilo International Airport,US-HI,Hilo,
US-0224,,19.72667535,-155.5245423,0,Pohakuloa Training Area,US-HI,,
MX-0687,,19.729351,-103.977854,2858,Agricola La Tuxcana Airport,MX-JAL,Tuxcacuesco,
MTCH,,19.733,-72.194702,10,Cap Haitien International Airport,HT-ND,Cap Haitien,
GQNJ,,19.73301697,-14.38324928,403,Akjoujt Airport,MR-12,Akjoujt,
PHKO,,19.738783,-156.045603,47,Ellison Onizuka Kona International Airport at Keahole,US-HI,Kailua-Kona,
US-1593,,19.741667,-155.066666,0,Hilo Bay Seaplane Anchorage,US-HI,Hilo,
MM63,,19.7453,-104.336998,2900,Autlán Airport,MX-JAL,Autlán de Navarro,
MMSM,,19.745782,-99.01454,7369,Felipe Angeles International Airport,MX-MEX,Mexico City/Santa Lucía,
mdwo,,19.757867,-71.623482,33,Walterio Airport,DO-15,Monte Cristi,
MDPP,,19.75790024,-70.56999969,15,Gregorio Luperon International Airport,DO-18,Puerto Plata,
PHSF,,19.76009941,-155.5540009,6190,Bradshaw Army Airfield,US-HI,Camp Pohakuloa,
HI31,,19.763901,-155.138,1400,Mauna Kea-Honolii Airport,US-HI,Papaikou,
MX-0179,,19.76752,-90.170298,100,El Cayal Airport,MX-CAM,Hopelchen,
VYAN,,19.769199,94.0261,74,Ann Airport,MM-16,Aeng,
HI13,,19.790288,-155.84939,2250,Puu Waa Waa Ranch Airport,US-HI,Kailua-Kona,
MX-0174,,19.80858,-90.138868,100,La Laguna Airport,MX-CAM,Campeche,
MMCP,,19.81679916,-90.50029755,34,Ingeniero Alberto Acuña Ongay International Airport,MX-CAM,Campeche,
OEBN,,19.831632,54.022115,403,Thablotin Airport,SA-04,Thabhloten,
US-1587,,19.83247,-155.981666,0,Kona Village Resort Airport,US-HI,Kailua-Kona,
HT-0009,,19.83326,-73.35891,0,Môle-Saint-Nicolas Airport,HT-NO,Môle-Saint-Nicolas,
HI32,,19.84469986,-155.1130066,675,Pepeekeo Airstrip,US-HI,Pepeekeo,
MX-0512,,19.849668,-89.693175,328,Santa Rosa de Hopelchen Airstrip,MX-CAM,Hopelchen,
MMMM,,19.84989929,-101.0250015,6033,General Francisco J. Mujica International Airport,MX-MIC,Morelia,
MM47,,19.85149956,-101.7519989,6532,Jaujilla - Zacapu Municipal Airport,MX-MIC,Zacapu,
VAAU,,19.86269951,75.39810181,1911,Aurangabad Airport,IN-MM,Aurangabad,
MDMC,,19.86529922,-71.64530182,121,Monte Cristi Airport,DO-15,Monte Cristi,
MUPL,,19.86558,-77.353921,51,Pilon Airport,CU-12,Pilon,
BJQ,,19.87305556,56.06777778,515,Bahja Airport,OM-WU,Bahja,
MM28,,19.87400055,-98.94360352,7645,Tizayuca Airport,MX-HID,Tizayuca,
IN-0034,,19.8841,73.84056667,0,Vijay Nagar Airport,IN-MM,Vijay Nagar,
VTCR,,19.88540077,99.82679749,1312,Chiang Rai Airport,TH-57,,
MX-0198,,19.897267,-105.294851,147,La Gloria III Airport,MX-JAL,Tomatlán,
VLLB,,19.89730072,102.1610031,955,Luang Phabang International Airport,LA-LP,Luang Phabang,
VVTX,,19.901667,105.467778,59,Tho Xuan Airport,VN-21,Thanh Hóa,
HI02,,19.902201,-155.16601,1088,Peleau Airport,US-HI,Hakalau,
MUGM,,19.90649986,-75.20709991,56,Leeward Point Field,CU-14,Guantanamo Bay Naval Station,
CU-0015,,19.91150093,-75.16419983,0,McCalla Field,CU-14,Guantanamo Bay Naval Station,
US-0764,,19.918787,-155.863337,0,Waikoloa Air Strip,US-HI,Waikoloa Village,
MTPX,,19.93359947,-72.84860229,9,Port-de-Paix Airport,HT-NO,Port-de-Paix,
ZJHK,,19.9349,110.459,75,Haikou Meilan International Airport,CN-46,Haikou (Meilan),
CU-0001,,19.93779945,-76.78939819,1,Corral de Rio Airport,CU-13,Corral de Rio,
VTCT,,19.95229912,99.88289642,1280,Chiang Rai International Airport,TH-57,Chiang Rai,
VANR,,19.96369934,73.80760193,1959,Gandhinagar Airport,IN-MM,Nashik,
OOHA,,19.96699905,56.28300095,400,Haima Airport,OM-WU,Haima,
MUCU,,19.96980095,-75.83540344,249,Antonio Maceo International Airport,CU-13,Santiago,
US-1589,,19.982666,-155.269518,0,Waipunalei Airstrip,US-HI,Laupahoehoe,
OEBH,,19.9843998,42.6208992,3887,Bisha Airport,SA-14,,
VA1B,,19.99469948,79.22250366,625,Chanda Airport,IN-MM,,
PHMU,,20.001301,-155.667999,2671,Waimea Kohala Airport,US-HI,Waimea (Kamuela),
US-1588,,20.00479,-155.682702,2585,Old Waimea-Kamuela Airport / Bordelon Field,US-HI,Waimea,
CN-0064,,20.0189,110.347,0,Haikou Dayingshan (Haikou City) Airport,CN-46,Haikou (Meilan),
HI27,,20.02829933,-155.3880005,1520,Upper Paauilo Airstrip,US-HI,Paauilo,
MMZM,,20.045,-102.276001,5141,Zamora Airport,MX-MIC,,
HT-0014,,20.055979,-72.948623,65,Île de la Tortue Airstrip,HT-NO,Pointe Ti Bois,
MX-0046,,20.0623,-97.0872,350,Santa Ana Maloapan Airport,MX-VER,Martinez De La Torre,
MMPC,,20.0774,-98.782501,7600,Ingeniero Juan Guillermo Villasana Airport,MX-HID,Pachuca,
CU-0017,,20.08068142,-74.62540627,0,Imias Airport,CU-14,Imias,
HI05,,20.08359909,-155.5019989,1440,Honokaa Airstrip,US-HI,Honokaa,
MUGT,,20.08530045,-75.15830231,56,Mariana Grajales Airport,CU-14,Guantánamo,
VEUK,,20.09740067,83.18379974,680,Utkela Airport,IN-OR,,
VAOZ,,20.119101,73.912903,1900,Nashik Airport,IN-MM,Nasik,
VYSW,,20.13269997,92.87259674,27,Sittwe Airport,MM-16,Sittwe,
MX-1059,,20.152327,-96.945939,144,La Pajarera Airport,MX-VER,San Rafael,
VY02,,20.15360069,94.96869659,279,New Magway Airport,MM-03,Magway,
MX-1095,,20.164428,-102.618806,5010,Pajacuaran Airport,MX-MIC,Pajacuaran,
VYMW,,20.1656,94.941399,279,Magway Airport,MM-03,Magway,
MX-1565,,20.189401,-97.769072,2020,Oro Verde Airport,MX-PUE,Jopala,
MX-0192,,20.191474,-104.413804,5845,Cuautla Airport,MX-JAL,Cuautla,
MX-0802,,20.19999,-104.082292,4150,Tecolotlan Airstrip,MX-JAL,Tecolotlan,
CU-0024,,20.215972,-76.999741,105,Mateo Remas Airport,CU-12,Mateo Remas,
CU-0033,,20.218791,-77.29723,165,Campechuela Airport,CU-12,Campechuela,
